kingdom	phylum	class	order_	family	v_kingdom	v_phylum	v_class	v_order	v_family	v_genus	kingdomkey	phylumkey	orderkey	classkey	familykey	scientificname	v_scientificname	publisher_rank	taxonrank	occ_count	n_dataset	n_publisher	datasetkeys
Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Portulacaceae					Portulacaceae	portulaca	6	7707728	422	220	6717	Portulacaceae	Portulacaceae portulaca mucronata vindeb. ex link	SPECIES	FAMILY	20	3	1	02cb399f-3283-49fa-bce0-627c7f83083f;5c9a924c-8d45-4452-8604-415a118578aa;af0ac0ba-b895-47a2-ac64-30517f109c33
Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Pteridaceae					Pteridaceae	doryopteris	6	7707728	392	7228684	2367	Pteridaceae	Pteridaceae doryopteris lomariacea (kze.) kl.	SPECIES	FAMILY	20	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Plantae	Tracheophyta	Magnoliopsida	Fabales		Vegetal	Angiosperme	Dicotylédons	Fabales	Caesalpinioideae	Piliostigma	6	7707728	1370	220		Fabales	Pilostigma thonningii	SPECIES	ORDER	20	1	1	2948350c-c37d-4bc2-95ca-147725aa3054
Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Passifloraceae					Passifloraceae	passiflora	6	7707728	1414	220	2378	Passifloraceae	Passifloraceae passiflora capsularis	SPECIES	FAMILY	20	3	1	02cb399f-3283-49fa-bce0-627c7f83083f;267f93fe-9f32-4770-909e-a751a1020957;a185d0c4-1a12-45c1-a729-2a7b058b528d
Plantae					Plantae		Algae		Algae	Tolypothrix	6					Plantae	Tolypothrix byssoidea (C.Agardh) Kirchn.	SPECIES	KINGDOM	20	1	1	15f819bd-6612-4447-854b-14d12ee1022d
Plantae	Rhodophyta	Florideophyceae	Rhodymeniales	Champiaceae					CHAMPIACEAE	Lomentaria	6	106	676	342	9034	Champiaceae	Lomentaria secunda (Hook.f. et Harv.) V.J.Chapm.	SPECIES	FAMILY	20	1	1	83ae84cf-88e4-4b5c-80b2-271a15a3e0fc
Plantae	Tracheophyta	Magnoliopsida	Fabales	Polygalaceae					Polygalaceae	acanthocladus	6	7707728	1370	220	2417	Polygalaceae	Polygalaceae acanthocladus brasiliensis (klotzsch ex a.st.-hil. | moq.) hassk.	SPECIES	FAMILY	20	1	1	8766db9d-86a9-4db5-81ff-d3632826d5b9
Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae					Rubiaceae	tocoyena	6	7707728	412	220	8798	Rubiaceae	Rubiaceae tocoyena bullata mart.	SPECIES	FAMILY	20	2	1	c71c8000-9fc7-422c-804a-ce6abe751771;5c9a924c-8d45-4452-8604-415a118578aa
Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae					Asteraceae	cyrtocymura	6	7707728	414	220	3065	Asteraceae	Asteraceae cyrtocymura harleyi (h. robinson)h.rob.	SPECIES	FAMILY	20	1	1	c71c8000-9fc7-422c-804a-ce6abe751771
Plantae	Tracheophyta	Magnoliopsida	Lamiales	Verbenaceae					Verbenaceae	lantana	6	7707728	408	220	6689	Verbenaceae	Verbenaceae lantana gracilis t.r.s.silva	SPECIES	FAMILY	20	1	1	f5d836d5-cb15-4178-8f57-68ef1d6551e9
Plantae	Tracheophyta	Liliopsida	Poales	Poaceae					Poaceae	eragrostis	6	7707728	1369	196	3073	Poaceae	Poaceae eragrostis virescens j.presl	SPECIES	FAMILY	20	5	1	14ef7ae8-1bab-4af7-915c-7c146b117c91;9e54731f-ca52-4389-95cb-e4feedc7593e;af0ac0ba-b895-47a2-ac64-30517f109c33;6cb1a437-f8a6-4bdc-a534-87cf2b710427;a185d0c4-1a12-45c1-a729-2a7b058b528d
Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Blechnaceae					Blechnaceae	blechnum	6	7707728	392	7228684	2374	Blechnaceae	Blechnaceae blechnum austrobrasilianum de la sota.	SPECIES	FAMILY	20	1	1	75ffc475-3a0c-456d-b394-314489709e88
Plantae	Tracheophyta	Liliopsida	Zingiberales	Marantaceae					Marantaceae	ischnosiphon	6	7707728	627	196	8784	Marantaceae	Marantaceae ischnosiphon hirsutus	SPECIES	FAMILY	20	2	1	3cb7fc60-aa95-4556-b987-b7f6f593b9a1;a185d0c4-1a12-45c1-a729-2a7b058b528d
Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae					Malvaceae	hibiscus	6	7707728	941	220	6685	Malvaceae	Malvaceae hibiscus malacophyllus balf.f.	SPECIES	FAMILY	20	1	1	a185d0c4-1a12-45c1-a729-2a7b058b528d
Plantae	Tracheophyta	Magnoliopsida	Myrtales	Melastomataceae					Melastomataceae	desmocelis	6	7707728	690	220	6683	Melastomataceae	Melastomataceae desmocelis villosa (aubl.) naudin	SPECIES	FAMILY	20	2	1	5c9a924c-8d45-4452-8604-415a118578aa;339e9de5-ee9a-4718-8837-0bc5b4f933f5
Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Pteridaceae					Pteridaceae	doryopteris	6	7707728	392	7228684	2367	Pteridaceae	Pteridaceae doryopteris concolor (langsd. & fisch.) j. sm.	SPECIES	FAMILY	20	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Plantae	Tracheophyta	Lycopodiopsida	Selaginellales	Selaginellaceae					Selaginellaceae	selaginella	6	7707728	420	245	6724	Selaginellaceae	Selaginellaceae selaginella erythropus (mart.) hieron.	SPECIES	FAMILY	20	1	1	3cb7fc60-aa95-4556-b987-b7f6f593b9a1
Plantae	Tracheophyta	Liliopsida	Zingiberales	Costaceae					Costaceae	costus	6	7707728	627	196	4492	Costaceae	Costaceae costus subsessilis	SPECIES	FAMILY	20	1	1	3cb7fc60-aa95-4556-b987-b7f6f593b9a1
Plantae	Tracheophyta	Liliopsida	Poales	Bromeliaceae					Bromeliaceae	nidularium	6	7707728	1369	196	3740	Bromeliaceae	Bromeliaceae nidularium procerum lindman	SPECIES	FAMILY	20	2	1	02cb399f-3283-49fa-bce0-627c7f83083f;143fd714-b939-4cf7-a078-acdde353a914
Plantae	Tracheophyta	Magnoliopsida	Myrtales	Combretaceae					Combretaceae	combretum	6	7707728	690	220	2431	Combretaceae	Combretaceae combretum fruticosum (loef.) stunz	SPECIES	FAMILY	20	1	1	8766db9d-86a9-4db5-81ff-d3632826d5b9
Plantae	Tracheophyta	Liliopsida	Commelinales	Commelinaceae					Commelinaceae	dichorisandra	6	7707728	553	196	2763195	Commelinaceae	Commelinaceae dichorisandra villosula mart. ex schult.f.	SPECIES	FAMILY	20	1	1	a185d0c4-1a12-45c1-a729-2a7b058b528d
Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Thelypteridaceae					Thelypteridaceae	thelypteris	6	7707728	392	7228684	6618	Thelypteridaceae	Thelypteridaceae thelypteris longifolia (desv.) r. tryon	SPECIES	FAMILY	20	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Plantae					Plantae		Algae		Algae	Dictyomenia	6					Plantae	Dictyomenia harveyana Sond.	SPECIES	KINGDOM	20	1	1	15f819bd-6612-4447-854b-14d12ee1022d
Plantae					Plantae		Algae		Algae	Schizothrix	6					Plantae	Schizothrix tinctoria (C.Agardh) ? ex Gomont	SPECIES	KINGDOM	20	1	1	15f819bd-6612-4447-854b-14d12ee1022d
Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae					Fabaceae	trifolium	6	7707728	1370	220	5386	Fabaceae	Fabaceae trifolium campestre schreber	SPECIES	FAMILY	20	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Plantae				Pteridophyta					Pteridophyta	Adiantum	6				6027660	Pteridophyta	Pteridophyta Adiantum tetraphyllum Humb. & Bonpl. ex Willd.	SPECIES	FAMILY	20	1	1	9118eee0-42d2-4a27-9ae0-78d49d163a5b
Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Thaenosoma	1	54	1470	216	7854	Staphylinidae	Thaenosoma impressus Boisd. et Lac.	SPECIES	FAMILY	20	1	1	843633a9-07cb-4918-a79f-6061b52c9dfd
Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae					Fabaceae	chloroleucon	6	7707728	1370	220	5386	Fabaceae	Fabaceae chloroleucon foliolosum (benth.)g.p.lewis	SPECIES	FAMILY	20	1	1	c71c8000-9fc7-422c-804a-ce6abe751771
Plantae	Tracheophyta	Liliopsida	Poales	Bromeliaceae					Bromeliaceae	hohenbergia	6	7707728	1369	196	3740	Bromeliaceae	Bromeliaceae hohenbergia littoralis l.b.smith.	SPECIES	FAMILY	20	1	1	67f33aea-2c4b-475b-b243-91ca1b9dd29a
Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae					Orchidaceae	scaphyglottis	6	7707728	1169	196	7689	Orchidaceae	Orchidaceae scaphyglottis stellata	SPECIES	FAMILY	20	2	1	3cb7fc60-aa95-4556-b987-b7f6f593b9a1;a185d0c4-1a12-45c1-a729-2a7b058b528d
Plantae	Tracheophyta	Magnoliopsida	Fabales	Polygalaceae					Polygalaceae	securidaca	6	7707728	1370	220	2417	Polygalaceae	Polygalaceae securidaca diversifolia (l.) l.c. rich.	SPECIES	FAMILY	20	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Plantae	Tracheophyta	Magnoliopsida	Myrtales	Melastomataceae					Melastomataceae	leandra	6	7707728	690	220	6683	Melastomataceae	Melastomataceae leandra aurea (cham.)cogn.	SPECIES	FAMILY	20	1	1	c71c8000-9fc7-422c-804a-ce6abe751771
Plantae	Tracheophyta	Magnoliopsida	Myrtales	Melastomataceae					Melastomataceae	leandra	6	7707728	690	220	6683	Melastomataceae	Melastomataceae leandra clidemioides (naudin)wurdack	SPECIES	FAMILY	20	1	1	c71c8000-9fc7-422c-804a-ce6abe751771
Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae					Malvaceae	sida	6	7707728	941	220	6685	Malvaceae	Malvaceae sida ciliaris small	SPECIES	FAMILY	20	1	1	a7f1d343-b5cd-4890-bd44-72dfd4b6afb7
Plantae				Pteridophyta					Pteridophyta	Hecistopteris	6				6027660	Pteridophyta	Pteridophyta Hecistopteris pumila (Spreng.) J.Sm.	SPECIES	FAMILY	20	1	1	9118eee0-42d2-4a27-9ae0-78d49d163a5b
Plantae	Tracheophyta	Magnoliopsida	Solanales	Convolvulaceae					Convolvulaceae	merremia	6	7707728	1176	220	2389	Convolvulaceae	Convolvulaceae merremia aegyptia (l.) urban	SPECIES	FAMILY	20	3	1	02cb399f-3283-49fa-bce0-627c7f83083f;5c9a924c-8d45-4452-8604-415a118578aa;ba06a193-82fc-425b-a7e5-f3df809fe378
Plantae	Tracheophyta	Polypodiopsida	Hymenophyllales	Hymenophyllaceae					Hymenophyllaceae	polyphlebium	6	7707728	7228685	7228684	2372	Hymenophyllaceae	Hymenophyllaceae polyphlebium radicans sw.	SPECIES	FAMILY	20	1	1	2ad00feb-1283-40d4-8352-0e4055f31773
Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae					Labiatae	Hyptis	6	7707728	408	220	2497	Labiatae	Labiatae Hyptis rugosa Benth.	SPECIES	FAMILY	20	3	1	c71c8000-9fc7-422c-804a-ce6abe751771;df815212-bca8-45c8-b006-ba7bded25217;ebed4456-76d2-408c-8467-fd66be066521
Plantae	Tracheophyta	Magnoliopsida	Sapindales	Anacardiaceae					Anacardiaceae	schinus	6	7707728	933	220	2398	Anacardiaceae	Anacardiaceae schinus lentiscifolius march.	SPECIES	FAMILY	20	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Plantae	Tracheophyta	Magnoliopsida	Solanales	Convolvulaceae					Convolvulaceae	maripa	6	7707728	1176	220	2389	Convolvulaceae	Convolvulaceae maripa scadens aubl.	SPECIES	FAMILY	20	1	1	803eb96c-4779-41e3-a511-fd124732774f
Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae					Asteraceae	lessingianthus	6	7707728	414	220	3065	Asteraceae	Asteraceae lessingianthus durus (mart. ex a.dc.) h.rob.	SPECIES	FAMILY	20	1	1	1aedcdff-24f2-4925-8e55-23eeef236b0d
Plantae	Tracheophyta	Magnoliopsida	Sapindales	Rutaceae					Rutaceae	dictyoloma	6	7707728	933	220	2396	Rutaceae	Rutaceae dictyoloma vandelianum a. juss.	SPECIES	FAMILY	20	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Plantae	Tracheophyta	Lycopodiopsida	Lycopodiales	Lycopodiaceae					Lycopodiaceae	lycopodium	6	7707728	421	245	6725	Lycopodiaceae	Lycopodiaceae lycopodium complanatum L.	SPECIES	FAMILY	20	5	1	df815212-bca8-45c8-b006-ba7bded25217;af0ac0ba-b895-47a2-ac64-30517f109c33;9118eee0-42d2-4a27-9ae0-78d49d163a5b;a185d0c4-1a12-45c1-a729-2a7b058b528d;eab87e69-2ff6-4a67-9747-962b76fbd7cc
Plantae	Tracheophyta	Magnoliopsida	Lamiales	Verbenaceae					Verbenaceae	aloysia	6	7707728	408	220	6689	Verbenaceae	Verbenaceae aloysia gratissima (gill. & hook.) troncoso	SPECIES	FAMILY	20	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Animalia	Arthropoda	Insecta	Lepidoptera	Megalopygidae	Animalia	Arthropoda	Insecta	Lepidoptera	Megalopygidae	Thosia	1	54	797	216	9409	Megalopygidae	Thosia puctifera	SPECIES	FAMILY	20	1	1	805ce94c-f762-11e1-a439-00145eb45e9a
Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae					Orchidaceae	pleurothallis	6	7707728	1169	196	7689	Orchidaceae	Orchidaceae pleurothallis grobyi	SPECIES	FAMILY	20	3	1	c71c8000-9fc7-422c-804a-ce6abe751771;02cb399f-3283-49fa-bce0-627c7f83083f;3cb7fc60-aa95-4556-b987-b7f6f593b9a1
Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae					Labiatae	eplingiella	6	7707728	408	220	2497	Labiatae	Labiatae eplingiella fruticosa salzm. & benth.	SPECIES	FAMILY	20	1	1	c71c8000-9fc7-422c-804a-ce6abe751771
Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Polypodiaceae					Polypodiaceae	melpomene	6	7707728	392	7228684	2368	Polypodiaceae	Polypodiaceae melpomene pilosissima (m.mart. & gal.) a.r.sm. & r.c.moran	SPECIES	FAMILY	20	1	1	339e9de5-ee9a-4718-8837-0bc5b4f933f5
Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae					Cyperaceae	fimbristylis	6	7707728	1369	196	7708	Cyperaceae	Cyperaceae fimbristylis cymosa (Lam.) R.Br.	SPECIES	FAMILY	20	1	1	9118eee0-42d2-4a27-9ae0-78d49d163a5b
Plantae	Tracheophyta	Magnoliopsida	Lamiales	Verbenaceae					Verbenaceae	lippia	6	7707728	408	220	6689	Verbenaceae	Verbenaceae lippia brasiliensis (link) t. silva	SPECIES	FAMILY	20	2	1	5c9a924c-8d45-4452-8604-415a118578aa;c0a459c6-2ae7-4890-a1e4-38e24e671269
Animalia	Arthropoda	Insecta	Diptera	Muscidae	Animalia	Arthropoda	Insecta	Diptera	Muscidae	Bocsrunmyia	1	54	811	216	5564	Muscidae	Bocsrunmyia costaricensis	SPECIES	FAMILY	20	1	1	3e9817c1-8302-4955-87e3-a408db0ea379
Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae					Asteraceae	aldama	6	7707728	414	220	3065	Asteraceae	Asteraceae aldama grandiflora (baker) e.e. schill. & panero	SPECIES	FAMILY	20	1	1	df815212-bca8-45c8-b006-ba7bded25217
Plantae	Tracheophyta	Magnoliopsida	Lamiales	Acanthaceae					Acanthaceae	aphelandra	6	7707728	408	220	2393	Acanthaceae	Acanthaceae aphelandra nitida nees & martius	SPECIES	FAMILY	20	2	1	c71c8000-9fc7-422c-804a-ce6abe751771;67f33aea-2c4b-475b-b243-91ca1b9dd29a
Plantae	Tracheophyta	Magnoliopsida	Solanales	Solanaceae					Solanaceae	solanum	6	7707728	1176	220	7717	Solanaceae	Solanaceae solanum cf. paniculatum l.	SPECIES	FAMILY	20	1	1	4bda7e86-c7c0-440e-bed4-bde6c52a28c2
Plantae	Tracheophyta	Magnoliopsida	Sapindales	Simaroubaceae					Simaroubaceae	castela	6	7707728	933	220	2395	Simaroubaceae	Simaroubaceae castela tweedii planchon	SPECIES	FAMILY	20	1	1	8766db9d-86a9-4db5-81ff-d3632826d5b9
Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Thelypteridaceae					Thelypteridaceae	goniopteris	6	7707728	392	7228684	6618	Thelypteridaceae	Thelypteridaceae goniopteris scabra (c. presl) brade	SPECIES	FAMILY	20	2	1	3cb7fc60-aa95-4556-b987-b7f6f593b9a1;75ffc475-3a0c-456d-b394-314489709e88
Plantae				Pteridophyta					Pteridophyta	Alsophila	6				6027660	Pteridophyta	Pteridophyta Alsophila leucolepis Mart.	SPECIES	FAMILY	20	1	1	9118eee0-42d2-4a27-9ae0-78d49d163a5b
Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae					Malvaceae	sidastrum	6	7707728	941	220	6685	Malvaceae	Malvaceae sidastrum micranthum (st. hil.) fryxell	SPECIES	FAMILY	20	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Plantae	Tracheophyta	Magnoliopsida	Rosales	Ulmaceae					Ulmaceae	celtis	6	7707728	691	220	2382	Ulmaceae	Ulmaceae celtis iguanaea (jacq.)sarg.	SPECIES	FAMILY	20	1	1	c71c8000-9fc7-422c-804a-ce6abe751771
Plantae	Tracheophyta	Magnoliopsida	Fabales	Polygalaceae					Polygalaceae	polygala	6	7707728	1370	220	2417	Polygalaceae	Polygalaceae polygala celosioides A.W.Benn.	SPECIES	FAMILY	20	2	1	9118eee0-42d2-4a27-9ae0-78d49d163a5b;ebed4456-76d2-408c-8467-fd66be066521
Plantae	Tracheophyta	Magnoliopsida	Sapindales	Burseraceae					Burseraceae	protium	6	7707728	933	220	6659	Burseraceae	Burseraceae protium puncticulatum	SPECIES	FAMILY	20	2	1	3cb7fc60-aa95-4556-b987-b7f6f593b9a1;a185d0c4-1a12-45c1-a729-2a7b058b528d
Plantae	Tracheophyta	Magnoliopsida	Asterales	Campanulaceae					Campanulaceae	wahlenbergia	6	7707728	414	220	8801	Campanulaceae	Campanulaceae wahlenbergia marginata (thunb.) a. dc.	SPECIES	FAMILY	20	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Animalia	Arthropoda		Sarcoptiformes	Pteronyssidae	Animalia	Arthropoda von Siebold, 1848	Arachnida Lamarck, 1801	Astigmata G. Canestrini, 1891	Pteronyssidae	Passeronyssus Fain, 1960	1	54	542		3252704	Pteronyssidae	Passeronyssus lusciniae Fain, 1962	SPECIES	FAMILY	20	1	1	8138eb72-f762-11e1-a439-00145eb45e9a
Plantae	Tracheophyta	Liliopsida	Poales	Poaceae					Poaceae	chascolytrum	6	7707728	1369	196	3073	Poaceae	Poaceae chascolytrum uniolae (nees) l. essi, longhi-wagner & souza-chies	SPECIES	FAMILY	20	3	1	e7b96ed9-da1c-4eec-a481-281b1b319e48;e81d05a6-541c-4cda-9650-a4aac9d35e3b;af6e6436-2507-43e7-b884-6838f655e14a
Plantae	Tracheophyta	Magnoliopsida	Gentianales	Gentianaceae					Gentianaceae	goeppertia	6	7707728	412	220	2503	Gentianaceae	Gentianaceae goeppertia altissima (poepp. et endl.) borchs. & suárez	SPECIES	FAMILY	20	1	1	af0ac0ba-b895-47a2-ac64-30517f109c33
Plantae	Tracheophyta	Magnoliopsida	Gentianales	Apocynaceae					Apocynaceae	ambelania	6	7707728	412	220	6701	Apocynaceae	Apocynaceae ambelania aculeata (ducke) monach.	SPECIES	FAMILY	20	1	1	803eb96c-4779-41e3-a511-fd124732774f
Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae					Cyperaceae	scleria	6	7707728	1369	196	7708	Cyperaceae	Cyperaceae scleria gaertineri raddi	SPECIES	FAMILY	20	1	1	803eb96c-4779-41e3-a511-fd124732774f
Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae					leguminosae subfam. detarioideae	Copaifera	6	7707728	1370	220	5386	Leguminosae	leguminosae subfam. detarioideae Copaifera oblongifolia Mart. ex Hayne	SPECIES	FAMILY	20	1	1	6cb1a437-f8a6-4bdc-a534-87cf2b710427
Plantae	Tracheophyta	Liliopsida	Commelinales	Commelinaceae					Commelinaceae	dichorisandra	6	7707728	553	196	2763195	Commelinaceae	Commelinaceae dichorisandra paranaensis d.maia cervi | tardivo	SPECIES	FAMILY	20	1	1	8766db9d-86a9-4db5-81ff-d3632826d5b9
Plantae	Tracheophyta	Magnoliopsida	Magnoliales	Annonaceae					Annonaceae	xylopia	6	7707728	718	220	9291	Annonaceae	Annonaceae xylopia barbata hofm. ex mart.	SPECIES	FAMILY	20	2	1	803eb96c-4779-41e3-a511-fd124732774f;af0ac0ba-b895-47a2-ac64-30517f109c33
Plantae	Tracheophyta	Magnoliopsida	Solanales	Convolvulaceae					Convolvulaceae	ipomoea	6	7707728	1176	220	2389	Convolvulaceae	Convolvulaceae ipomoea grandifolia (dammer) o' donell	SPECIES	FAMILY	20	1	1	8766db9d-86a9-4db5-81ff-d3632826d5b9
Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae					Malvaceae	lopimia	6	7707728	941	220	6685	Malvaceae	Malvaceae lopimia malacophylla	SPECIES	FAMILY	20	1	1	a185d0c4-1a12-45c1-a729-2a7b058b528d
Plantae					Plantae		Algae		Algae	Phormidium	6					Plantae	Phormidium corium (C.Agardh) Gomont	SPECIES	KINGDOM	20	1	1	15f819bd-6612-4447-854b-14d12ee1022d
Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae					Myrtaceae	myrcia	6	7707728	690	220	5014	Myrtaceae	Myrtaceae myrcia neoriedeliana e.lucas & c.e.wilson	SPECIES	FAMILY	20	3	1	d2a9b26f-cc8f-46e7-bec9-ba99ec7f9781;e7b96ed9-da1c-4eec-a481-281b1b319e48;f5d836d5-cb15-4178-8f57-68ef1d6551e9
Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae					Asteraceae	tilesia	6	7707728	414	220	3065	Asteraceae	Asteraceae tilesia baccata (l. f.)pruski	SPECIES	FAMILY	20	1	1	c71c8000-9fc7-422c-804a-ce6abe751771
Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae					Rubiaceae	coussarea	6	7707728	412	220	8798	Rubiaceae	Rubiaceae coussarea hydrangeifolia (benth.) benth. & hook. f.	SPECIES	FAMILY	20	1	1	cde44dc3-3b14-49d9-840b-5073d5284e9e
Plantae	Tracheophyta	Magnoliopsida	Myrtales	Melastomataceae					Melastomataceae	salpinga	6	7707728	690	220	6683	Melastomataceae	Melastomataceae salpinga secunda	SPECIES	FAMILY	20	1	1	a185d0c4-1a12-45c1-a729-2a7b058b528d
Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae					Polygonaceae	persicaria	6	7707728	422	220	2416	Polygonaceae	Polygonaceae persicaria acuminata (kunth) m.gómez	SPECIES	FAMILY	20	2	1	e7b96ed9-da1c-4eec-a481-281b1b319e48;e257fa65-598c-4f11-b03e-dfeba1191db8
Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae					Rosaceae	quillaja	6	7707728	691	220	5015	Rosaceae	Rosaceae quillaja brasiliensis (st. hil. & tul.) mart.	SPECIES	FAMILY	20	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae					Orchidaceae	brassavola	6	7707728	1169	196	7689	Orchidaceae	Orchidaceae brassavola tuberculata hook.f.	SPECIES	FAMILY	20	1	1	67f33aea-2c4b-475b-b243-91ca1b9dd29a
Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Plantae				Umbelliferae	Umbelliferae	6	7707728	1351	220	6720	Umbelliferae	Umbelliferae paniculata Jacq.	SPECIES	FAMILY	20	1	1	834c9918-f762-11e1-a439-00145eb45e9a
Plantae	Tracheophyta	Magnoliopsida	Myrtales	Melastomataceae					Melastomataceae	pleroma	6	7707728	690	220	6683	Melastomataceae	Melastomataceae pleroma oleifolia romero & versiane	SPECIES	FAMILY	20	1	1	df815212-bca8-45c8-b006-ba7bded25217
Plantae	Tracheophyta	Magnoliopsida	Piperales	Piperaceae					Piperaceae	peperomia	6	7707728	404	220	6678	Piperaceae	Piperaceae peperomia oreophila hensch.	SPECIES	FAMILY	20	3	1	5c9a924c-8d45-4452-8604-415a118578aa;f68d90e0-46dd-4ac4-acac-ade9d2645886;f5d836d5-cb15-4178-8f57-68ef1d6551e9
Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Hypericaceae					Guttiferae	Vismia	6	7707728	1414	220	4900406	Guttiferae	Guttiferae Vismia magnoliifolia Cham. & Schltdl.	SPECIES	FAMILY	20	2	1	3cb7fc60-aa95-4556-b987-b7f6f593b9a1;9118eee0-42d2-4a27-9ae0-78d49d163a5b
Fungi					Fungi	Lichens	Lichens	Lichens	Lichens Family Rank	Lecidea	5					Fungi	Lecidea helvola	SPECIES	KINGDOM	20	1	1	c8d12f8a-7e39-4e2c-92d7-825d590ad15b
Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Athyriaceae					athyriaceae	Diplazium	6	7707728	392	7228684	4922264	Athyriaceae	athyriaceae Diplazium mutilum Kunze	SPECIES	FAMILY	20	4	1	3cb7fc60-aa95-4556-b987-b7f6f593b9a1;339e9de5-ee9a-4718-8837-0bc5b4f933f5;9118eee0-42d2-4a27-9ae0-78d49d163a5b;a185d0c4-1a12-45c1-a729-2a7b058b528d
Plantae	Tracheophyta	Magnoliopsida	Solanales	Solanaceae					Solanaceae	calibrachoa	6	7707728	1176	220	7717	Solanaceae	Solanaceae calibrachoa excellens (r.e. fries) wijsman	SPECIES	FAMILY	20	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae					Fabaceae	zollernia	6	7707728	1370	220	5386	Fabaceae	Fabaceae zollernia ilicifolia (brongn) vogel	SPECIES	FAMILY	19	1	1	67f33aea-2c4b-475b-b243-91ca1b9dd29a
Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae					Fabaceae	martiodendron	6	7707728	1370	220	5386	Fabaceae	Fabaceae martiodendron mediterraneum (mart. ex benth) koeppen	SPECIES	FAMILY	19	1	1	c755bc4d-35da-4bf5-8026-53324410b17e
Fungi					Fungi	Lichens	Lichens	Lichens	Lichens Family Rank	Opegrapha	5					Fungi	Opegrapha prosodea	SPECIES	KINGDOM	19	1	1	c8d12f8a-7e39-4e2c-92d7-825d590ad15b
Plantae	Rhodophyta	Florideophyceae	Gigartinales	Hypneaceae					Hypneaceae	hypnea	6	106	1400	342	9005	Hypneaceae	Hypneaceae hypnea pseudomusciformis nauer, cassano e m.c.oliveira	SPECIES	FAMILY	19	1	1	a7f1d343-b5cd-4890-bd44-72dfd4b6afb7
Plantae	Tracheophyta	Magnoliopsida	Cucurbitales	Begoniaceae					Begoniaceae	begonia	6	7707728	7224005	220	6638	Begoniaceae	Begoniaceae begonia fruticosa meisn. ex a. dc.	SPECIES	FAMILY	19	1	1	f68d90e0-46dd-4ac4-acac-ade9d2645886
Plantae	Tracheophyta	Magnoliopsida	Lamiales	Bignoniaceae					Bignoniaceae	tabebuia	6	7707728	408	220	6655	Bignoniaceae	Bignoniaceae tabebuia rosea (bertol.) dc.	SPECIES	FAMILY	19	2	1	5c9a924c-8d45-4452-8604-415a118578aa;c0a459c6-2ae7-4890-a1e4-38e24e671269
